,tickers,Time of Creation,count
3867,CRSR,2021-06-24,1
3817,CRSR,2021-06-25,6
3868,CRSR,2021-06-28,1
3854,CRSR,2021-07-02,2
3869,CRSR,2021-07-06,1
3830,CRSR,2021-07-07,3
3816,CRSR,2021-07-16,6
3831,CRSR,2021-07-17,3
3832,CRSR,2021-07-19,3
3870,CRSR,2021-07-20,1
3833,CRSR,2021-07-24,3
3871,CRSR,2021-07-25,1
3818,CRSR,2021-07-28,6
3872,CRSR,2021-07-30,1
3851,CRSR,2021-08-02,2
3873,CRSR,2021-08-03,1
3850,CRSR,2021-08-04,2
3874,CRSR,2021-08-05,1
3875,CRSR,2021-08-06,1
3876,CRSR,2021-08-13,1
3877,CRSR,2021-08-16,1
3878,CRSR,2021-08-19,1
3853,CRSR,2021-08-20,2
3879,CRSR,2021-08-25,1
3834,CRSR,2021-08-26,3
3806,CRSR,2021-08-30,9
3852,CRSR,2021-08-31,2
3880,CRSR,2021-09-01,1
3810,CRSR,2021-09-02,7
3835,CRSR,2021-09-07,3
3881,CRSR,2021-09-09,1
3809,CRSR,2021-09-22,8
3825,CRSR,2021-09-24,4
3822,CRSR,2021-09-29,5
3882,CRSR,2021-09-30,1
3883,CRSR,2021-10-06,1
3802,CRSR,2021-10-07,12
3815,CRSR,2021-10-08,6
3829,CRSR,2021-10-12,3
3862,CRSR,2021-10-13,2
3864,CRSR,2021-10-15,1
3855,CRSR,2021-10-30,2
3863,CRSR,2022-02-08,2
3909,CRT,2022-02-19,1
3910,CRUS,2021-01-24,1
3923,CRWD,2020-03-20,1
3915,CRWD,2020-06-01,1
3911,CRWD,2020-08-25,22
3916,CRWD,2020-12-05,1
3917,CRWD,2020-12-19,1
3918,CRWD,2021-02-03,1
3919,CRWD,2021-02-24,1
3920,CRWD,2021-03-14,1
3913,CRWD,2021-03-17,2
3921,CRWD,2021-06-09,1
3914,CRWD,2021-06-14,2
3922,CRWD,2021-08-24,1
3912,CRWD,2022-11-13,8
3927,CS,2021-01-17,1
3926,CS,2021-03-03,1
3928,CS,2021-03-13,1
3929,CS,2021-03-28,1
3925,CS,2021-03-29,2
3930,CS,2021-04-27,1
3931,CS,2021-09-05,1
3932,CS,2021-09-19,1
3933,CS,2021-11-04,1
3934,CS,2022-01-08,1
3935,CS,2022-01-09,1
3936,CS,2022-10-02,1
3924,CS,2022-10-03,3
3937,CS,2022-10-04,1
3938,CS,2022-10-05,1
3941,CSCO,2020-05-07,4
3939,CSCO,2020-05-08,7
3940,CSCO,2020-08-06,5
3945,CSCO,2020-08-21,1
3946,CSCO,2020-10-09,1
3947,CSCO,2020-10-18,1
3942,CSCO,2020-12-07,3
3944,CSCO,2021-02-10,2
3948,CSCO,2021-04-30,1
3943,CSCO,2021-05-07,2
3949,CSCO,2022-05-17,1
3950,CSL,2021-02-01,1
3951,CSR,2021-11-12,1
3952,CSV,2020-05-12,1
3953,CSV,2021-08-29,1
3955,CSX,2021-01-02,1
3954,CSX,2021-04-18,14
3956,CTAS,2020-03-20,1
3957,CTLT,2021-03-17,2
3961,CTO,2019-05-22,1
3962,CTO,2021-01-18,1
3963,CTO,2021-01-24,1
3958,CTO,2021-02-03,3
3964,CTO,2021-02-10,1
3965,CTO,2021-03-03,1
3966,CTO,2021-03-11,1
3967,CTO,2021-03-31,1
3968,CTO,2021-06-08,1
3969,CTO,2021-06-14,1
3970,CTO,2021-08-13,1
3971,CTO,2021-08-24,1
3959,CTO,2021-09-27,2
3960,CTO,2021-12-07,1
3972,CTR,2019-11-03,1
3973,CTRM,2021-01-28,3
3974,CTS,2022-04-16,6
3975,CTSH,2019-02-06,1
3976,CTSH,2020-07-30,1
3978,CTV,2020-03-17,1
3979,CTV,2021-03-29,1
3977,CTV,2021-05-20,6
3980,CTV,2021-10-12,1
3981,CTVA,2021-01-31,1
3982,CUK,2021-02-19,1
3983,CUZ,2020-10-09,1
3984,CUZ,2020-11-25,1
3985,CUZ,2020-12-07,1
3986,CUZ,2021-02-01,1
3987,CUZ,2021-02-18,1
3988,CUZ,2021-03-09,1
3989,CUZ,2021-03-13,1
3991,CVAC,2020-08-14,3
3990,CVAC,2020-09-07,3
3992,CVE,2021-03-13,1
3996,CVNA,2019-06-04,1
3997,CVNA,2020-03-20,1
3995,CVNA,2020-09-22,2
3998,CVNA,2021-05-18,1
3994,CVNA,2021-08-29,2
3999,CVNA,2022-06-30,1
3993,CVNA,2022-09-25,2
4000,CVNA,2022-10-30,1
4001,CVNA,2022-11-04,1
4007,CVS,2019-04-29,1
4008,CVS,2019-08-21,1
4009,CVS,2019-11-08,1
4010,CVS,2020-03-30,1
4011,CVS,2020-05-06,1
4012,CVS,2020-08-05,1
4006,CVS,2020-08-23,2
4013,CVS,2021-01-22,1
4014,CVS,2021-02-08,1
4015,CVS,2021-02-10,1
4002,CVS,2021-03-31,22
4003,CVS,2021-04-20,6
4016,CVS,2021-04-25,1
4017,CVS,2021-05-03,1
4005,CVS,2021-05-07,2
4018,CVS,2021-05-18,1
4004,CVS,2021-06-02,3
4019,CVS,2021-10-31,1
4020,CVS,2021-11-15,1
4021,CVS,2022-01-17,1
4022,CVS,2022-03-11,1
4023,CVS,2022-07-16,1
4024,CVT,2022-10-03,1
4025,CVT,2022-10-04,1
4029,CVX,2020-03-24,1
4028,CVX,2021-01-29,2
4030,CVX,2021-04-30,1
4027,CVX,2021-05-07,2
4026,CVX,2022-03-07,2
4031,CWH,2022-04-19,3
4032,CWT,2021-07-28,1
4035,CX,2020-12-03,1
4033,CX,2021-05-14,2
4034,CX,2022-08-01,1
4036,CXM,2022-06-13,1
4037,CYRX,2022-05-11,1
4038,CZOO,2021-09-22,1
4040,CZR,2019-01-06,1
4041,CZR,2020-03-17,1
4042,CZR,2021-05-22,1
4039,CZR,2022-07-14,4
4043,DADA,2019-06-23,1
4045,DAL,2019-04-07,1
4046,DAL,2019-04-10,1
4047,DAL,2019-04-14,1
4048,DAL,2019-07-23,1
4049,DAL,2020-02-01,1
4050,DAL,2020-02-26,1
4051,DAL,2020-03-18,1
4052,DAL,2020-03-23,1
4053,DAL,2020-07-09,1
4054,DAL,2020-07-15,1
4044,DAL,2022-04-10,2
4055,DAL,2022-06-05,1
4056,DAN,2020-03-24,1
4058,DARE,2020-02-10,1
4059,DARE,2020-03-08,1
4060,DARE,2020-07-03,1
4062,DARE,2021-01-27,1
4061,DARE,2021-01-29,1
4057,DARE,2021-01-30,2
4063,DARE,2021-01-31,1
4070,DASH,2020-12-17,1
4065,DASH,2020-12-20,8
4071,DASH,2020-12-22,1
4072,DASH,2021-01-11,1
4073,DASH,2021-01-19,1
4074,DASH,2021-02-11,1
4075,DASH,2021-02-25,1
4069,DASH,2021-03-04,2
4064,DASH,2021-03-07,14
4068,DASH,2021-03-08,2
4076,DASH,2021-03-09,1
4077,DASH,2021-04-09,1
4078,DASH,2021-04-30,1
4067,DASH,2021-05-07,3
4079,DASH,2021-06-22,1
4080,DASH,2021-11-13,1
4066,DASH,2021-12-06,4
4081,DASH,2022-05-04,1
4082,DAVE,2021-01-28,1
4083,DAVE,2021-11-18,1
4084,DAWN,2021-02-03,1
4091,DB,2019-07-06,1
4092,DB,2020-01-14,1
4093,DB,2020-03-09,1
4086,DB,2020-03-11,2
4085,DB,2020-04-20,3
4094,DB,2020-06-23,1
4095,DB,2020-07-07,1
4090,DB,2021-03-13,1
4089,DB,2021-07-07,1
4087,DB,2021-09-20,1
4088,DB,2022-03-10,1
4098,DBX,2020-05-23,1
4096,DBX,2020-08-03,5
4097,DBX,2020-08-10,3
4107,DC,2019-12-28,1
4108,DC,2020-03-11,1
4109,DC,2020-04-11,1
4110,DC,2020-04-28,1
4111,DC,2021-01-07,1
4112,DC,2021-01-11,1
4113,DC,2021-01-23,1
4114,DC,2021-01-31,1
4115,DC,2021-02-03,1
4116,DC,2021-02-09,1
4117,DC,2021-03-02,1
4118,DC,2021-03-09,1
4099,DC,2021-06-04,4
4119,DC,2021-06-14,1
4120,DC,2021-06-25,1
4121,DC,2021-06-28,1
4103,DC,2021-07-23,2
4102,DC,2021-08-07,3
4100,DC,2021-09-12,4
4122,DC,2021-10-20,1
4123,DC,2021-12-22,1
4124,DC,2022-02-06,1
4106,DC,2022-02-23,1
4105,DC,2022-03-17,1
4101,DC,2022-05-04,4
4104,DC,2022-05-23,1
4159,DCF,2019-01-21,1
4140,DCF,2019-06-01,1
4141,DCF,2020-04-12,1
4129,DCF,2020-06-07,3
4128,DCF,2020-10-18,3
4142,DCF,2020-12-13,1
4143,DCF,2021-01-27,1
4127,DCF,2021-01-29,3
4144,DCF,2021-02-08,1
4145,DCF,2021-02-11,1
4146,DCF,2021-02-12,1
4126,DCF,2021-02-15,4
4135,DCF,2021-04-06,2
4134,DCF,2021-04-15,2
4133,DCF,2021-04-28,2
4147,DCF,2021-05-09,1
4148,DCF,2021-05-24,1
4132,DCF,2021-05-31,2
4125,DCF,2021-06-13,10
4149,DCF,2021-06-16,1
4150,DCF,2021-06-21,1
4131,DCF,2021-06-22,2
4151,DCF,2021-06-30,1
4130,DCF,2021-07-09,2
4152,DCF,2021-07-23,1
4153,DCF,2021-07-24,1
4154,DCF,2021-08-12,1
4155,DCF,2021-08-23,1
4156,DCF,2021-09-15,1
4157,DCF,2021-09-29,1
4158,DCF,2021-10-21,1
4136,DCF,2022-02-01,2
4139,DCF,2022-04-14,1
4138,DCF,2022-05-24,1
4137,DCF,2022-07-01,1
4160,DCP,2020-04-08,1
4161,DDD,2020-08-15,1
4162,DDD,2020-12-31,1
4163,DDD,2021-01-07,1
4164,DDD,2021-01-08,1
4165,DDD,2021-01-28,1
4166,DDD,2022-08-19,1
4168,DDOG,2021-01-15,2
4167,DDOG,2021-02-12,2
4170,DDS,2021-01-30,1
4169,DDS,2021-11-16,2
4174,DE,2020-01-19,2
4175,DE,2020-02-22,1
4176,DE,2020-03-23,1
4172,DE,2020-03-27,2
4177,DE,2020-04-01,1
4178,DE,2021-01-05,1
4171,DE,2021-04-04,3
4173,DE,2021-10-11,2
4179,DE,2022-01-05,1
4180,DE,2022-07-10,1
4181,DE,2022-08-18,1
4182,DE,2022-09-03,1
4183,DEA,2020-05-16,2
4184,DEA,2021-02-23,1
4186,DECK,2020-04-20,1
4185,DECK,2021-01-30,2
4189,DELL,2019-04-05,1
4188,DELL,2020-05-19,3
4187,DELL,2021-02-02,3
4190,DEO,2020-09-24,1
4193,DFS,2020-04-23,2
4191,DFS,2020-04-30,5
4195,DFS,2020-05-01,1
4192,DFS,2020-06-02,4
4194,DFS,2020-07-02,1
4196,DFS,2021-02-02,1
4198,DG,2019-08-29,1
4199,DG,2020-03-23,1
4200,DG,2020-05-16,1
4197,DG,2021-02-02,3
4201,DG,2021-06-20,1
4202,DG,2022-05-25,1
4206,DGLY,2020-06-01,1
4205,DGLY,2020-06-06,2
4203,DGLY,2020-06-08,7
4204,DGLY,2020-06-09,4
4207,DGLY,2020-06-17,1
4208,DGLY,2020-06-25,1
4211,DGX,2020-03-23,1
4210,DGX,2020-04-01,2
4209,DGX,2021-03-10,6
4212,DH,2021-02-04,1
4213,DHI,2021-06-22,1
4214,DHR,2020-03-20,1
4215,DHR,2020-03-21,1
4216,DHR,2020-03-23,1
4217,DHT,2020-06-10,1
4218,DICE,2020-12-29,1
4300,DIS,2019-02-06,1
4301,DIS,2019-02-10,1
4302,DIS,2019-04-18,1
4303,DIS,2019-04-22,1
4299,DIS,2019-04-26,1
4222,DIS,2019-04-27,5
4220,DIS,2019-04-28,7
4226,DIS,2019-04-29,3
4224,DIS,2019-04-30,3
4298,DIS,2019-05-01,1
4277,DIS,2019-05-02,1
4297,DIS,2019-05-04,1
4278,DIS,2019-05-06,1
4279,DIS,2019-05-09,1
4280,DIS,2019-05-14,1
4281,DIS,2019-05-19,1
4282,DIS,2019-06-30,1
4225,DIS,2019-07-06,3
4283,DIS,2019-08-14,1
4284,DIS,2019-10-29,1
4285,DIS,2019-11-03,1
4227,DIS,2019-11-13,3
4286,DIS,2019-11-14,1
4287,DIS,2019-11-16,1
4239,DIS,2019-11-25,2
4288,DIS,2019-11-26,1
4289,DIS,2019-12-09,1
4290,DIS,2019-12-18,1
4291,DIS,2019-12-29,1
4292,DIS,2020-01-02,1
4293,DIS,2020-01-19,1
4294,DIS,2020-03-02,1
4295,DIS,2020-03-10,1
4228,DIS,2020-03-11,3
4219,DIS,2020-03-12,10
4231,DIS,2020-03-13,3
4296,DIS,2020-03-14,1
4230,DIS,2020-03-16,3
4276,DIS,2020-03-18,1
4275,DIS,2020-03-19,1
4229,DIS,2020-03-23,3
4240,DIS,2020-03-26,1
4274,DIS,2020-03-27,1
4237,DIS,2020-03-28,2
4255,DIS,2020-03-29,1
4238,DIS,2020-04-02,2
4256,DIS,2020-04-05,1
4257,DIS,2020-04-06,1
4258,DIS,2020-04-09,1
4236,DIS,2020-04-12,2
4259,DIS,2020-04-13,1
4260,DIS,2020-05-03,1
4223,DIS,2020-05-10,4
4261,DIS,2020-05-20,1
4262,DIS,2020-05-21,1
4263,DIS,2020-06-03,1
4264,DIS,2020-06-16,1
4265,DIS,2020-07-02,1
4266,DIS,2020-07-08,1
4267,DIS,2020-09-26,1
4233,DIS,2020-12-06,2
4234,DIS,2020-12-10,2
4268,DIS,2020-12-11,1
4269,DIS,2020-12-26,1
4270,DIS,2021-01-11,1
4271,DIS,2021-02-09,1
4272,DIS,2021-02-10,1
4273,DIS,2021-02-11,1
4235,DIS,2021-02-12,2
4254,DIS,2021-03-13,1
4253,DIS,2021-03-14,1
4241,DIS,2021-05-09,1
4252,DIS,2021-05-14,1
4242,DIS,2021-05-16,1
4243,DIS,2021-07-12,1
4244,DIS,2021-07-15,1
4245,DIS,2021-10-17,1
4246,DIS,2021-10-25,1
4247,DIS,2021-12-17,1
4248,DIS,2021-12-18,1
4232,DIS,2022-02-06,2
4221,DIS,2022-02-09,6
4249,DIS,2022-05-03,1
4250,DIS,2022-06-13,1
4251,DIS,2022-09-09,1
4304,DISH,2019-06-30,12
4305,DISH,2020-02-19,1
4306,DISH,2020-03-19,1
4307,DK,2020-04-24,3
4325,DKNG,2020-04-23,1
4317,DKNG,2020-05-18,4
4326,DKNG,2020-05-26,1
4320,DKNG,2020-05-29,2
4327,DKNG,2020-05-31,1
4312,DKNG,2020-06-02,9
4313,DKNG,2020-06-03,7
4328,DKNG,2020-06-26,1
4329,DKNG,2020-06-30,1
4330,DKNG,2020-07-09,1
4331,DKNG,2020-07-16,1
4333,DKNG,2020-08-02,1
4332,DKNG,2020-09-17,1
4334,DKNG,2020-12-19,1
4321,DKNG,2020-12-20,2
4314,DKNG,2020-12-27,5
4335,DKNG,2020-12-28,1
4318,DKNG,2021-01-10,4
4336,DKNG,2021-01-30,1
4315,DKNG,2021-02-17,5
4322,DKNG,2021-03-13,2
4337,DKNG,2021-03-30,1
4338,DKNG,2021-04-06,1
4339,DKNG,2021-05-05,1
4340,DKNG,2021-05-06,1
4341,DKNG,2021-05-23,1
4342,DKNG,2021-06-10,1
4310,DKNG,2021-06-15,14
4308,DKNG,2021-06-16,21
4343,DKNG,2021-06-20,1
4311,DKNG,2021-06-22,12
4344,DKNG,2021-07-14,1
4345,DKNG,2021-07-19,1
4324,DKNG,2021-08-31,2
4323,DKNG,2021-09-08,2
4346,DKNG,2021-10-21,1
4319,DKNG,2021-11-17,4
4347,DKNG,2021-11-20,1
4309,DKNG,2021-12-07,18
4348,DKNG,2021-12-08,1
4349,DKNG,2021-12-15,1
4350,DKNG,2022-01-28,1
4316,DKNG,2022-02-22,4
4351,DKNG,2022-03-09,1
4354,DKS,2019-11-22,1
4352,DKS,2021-03-03,2
4355,DKS,2021-06-01,1
4356,DKS,2021-09-09,1
4353,DKS,2022-05-23,1
4357,DLR,2019-02-06,1
4359,DLTR,2020-03-03,4
4360,DLTR,2020-03-20,1
4358,DLTR,2020-05-16,6
4361,DLTR,2022-06-23,1
4366,DMA,2020-02-15,1
4364,DMA,2020-03-02,4
4362,DMA,2020-03-14,6
4367,DMA,2020-04-04,1
4368,DMA,2020-05-09,1
4365,DMA,2020-05-30,2
4369,DMA,2020-08-07,1
4370,DMA,2021-03-11,1
4371,DMA,2021-03-28,1
4372,DMA,2021-04-04,1
4373,DMA,2021-06-06,1
4374,DMA,2021-08-30,1
4375,DMA,2021-10-14,1
4363,DMA,2021-10-28,4
4376,DMA,2022-05-04,1
4388,DNA,2020-06-27,1
4378,DNA,2020-07-19,3
4389,DNA,2020-12-26,1
4390,DNA,2021-01-25,1
4391,DNA,2021-01-28,1
4392,DNA,2021-02-12,1
4393,DNA,2021-02-23,1
4394,DNA,2021-03-30,1
4395,DNA,2021-04-04,1
4387,DNA,2021-04-23,1
4386,DNA,2021-05-10,1
4385,DNA,2021-05-20,1
4384,DNA,2021-06-09,1
4379,DNA,2021-06-30,1
4377,DNA,2021-08-03,3
4380,DNA,2021-09-16,1
4381,DNA,2021-12-06,1
4382,DNA,2022-03-26,1
4383,DNA,2022-05-11,1
4396,DNB,2021-02-02,1
4397,DNMR,2021-06-07,4
4398,DNN,2021-07-03,1
4399,DNUT,2021-06-28,1
4400,DNUT,2021-06-30,1
4401,DNUT,2021-07-01,1
4402,DNUT,2021-07-06,1
4414,DOCU,2019-09-06,1
4415,DOCU,2019-09-11,1
4416,DOCU,2020-02-17,1
4417,DOCU,2020-07-09,1
4408,DOCU,2020-08-03,2
4418,DOCU,2020-08-15,1
4405,DOCU,2020-09-01,4
4403,DOCU,2020-11-29,11
4419,DOCU,2020-12-13,1
4420,DOCU,2021-02-03,1
4421,DOCU,2021-02-27,1
4413,DOCU,2021-09-03,1
4412,DOCU,2021-12-02,1
4404,DOCU,2021-12-03,8
4407,DOCU,2021-12-04,2
4411,DOCU,2021-12-05,1
4410,DOCU,2021-12-06,1
4406,DOCU,2022-04-19,2
4409,DOCU,2022-06-08,1
4425,DOLE,2021-04-03,3
4422,DOLE,2021-09-25,6
4423,DOLE,2021-09-29,6
4424,DOLE,2021-09-30,4
4426,DOMA,2021-09-17,6
4427,DOMO,2020-12-01,1
4428,DOMO,2020-12-26,1
4429,DOOR,2020-11-27,1
4430,DOX,2022-08-13,1
4431,DOYU,2021-08-01,1
4432,DPZ,2019-05-28,2
4433,DPZ,2020-07-12,2
4434,DPZ,2020-09-23,2
4436,DPZ,2021-07-08,1
4437,DPZ,2022-01-16,1
4435,DPZ,2022-02-22,2
4438,DPZ,2022-10-12,1
4439,DRI,2020-03-19,1
4440,DRI,2020-12-21,1
4441,DRI,2021-06-10,1
4442,DRI,2021-11-01,1
4443,DRI,2022-04-03,1
4444,DS,2021-01-19,1
4445,DSL,2020-04-14,2
4446,DSM,2019-08-08,1
4447,DSM,2021-04-23,1
4448,DSP,2021-05-20,1
4449,DSS,2021-09-20,1
4450,DSU,2019-12-28,1
4452,DT,2019-08-07,1
4453,DT,2020-06-15,1
4451,DT,2020-10-12,2
4454,DT,2021-01-28,1
4458,DTC,2019-11-03,5
4474,DTC,2020-07-29,1
4464,DTC,2020-07-30,4
4472,DTC,2020-08-02,2
4460,DTC,2020-08-12,5
4476,DTC,2020-11-16,1
4477,DTC,2020-12-23,1
4461,DTC,2021-01-12,5
4459,DTC,2021-01-28,5
4455,DTC,2021-01-29,26
4463,DTC,2021-01-30,4
4456,DTC,2021-02-01,13
4457,DTC,2021-02-02,5
4478,DTC,2021-02-10,1
4479,DTC,2021-02-12,1
4480,DTC,2021-02-14,1
4481,DTC,2021-02-15,1
4482,DTC,2021-02-17,1
4468,DTC,2021-02-20,2
4483,DTC,2021-02-26,1
4484,DTC,2021-03-09,1
4485,DTC,2021-03-10,1
4486,DTC,2021-03-15,1
4469,DTC,2021-04-04,2
4470,DTC,2021-04-28,2
4487,DTC,2021-05-11,1
4488,DTC,2021-05-26,1
4465,DTC,2021-05-31,3
4471,DTC,2021-06-06,2
4489,DTC,2021-06-15,1
4466,DTC,2021-07-10,3
4490,DTC,2021-08-08,1
4491,DTC,2021-10-11,1
4492,DTC,2022-01-13,1
4493,DTC,2022-03-09,1
4494,DTC,2022-03-13,1
4467,DTC,2022-05-14,2
4462,DTC,2022-08-05,4
4475,DTC,2022-08-11,1
4473,DTC,2022-08-22,1
4502,DTE,2019-03-23,1
4522,DTE,2019-12-06,1
4503,DTE,2020-03-23,1
4504,DTE,2020-04-20,1
4495,DTE,2020-08-22,5
4505,DTE,2020-08-30,1
4506,DTE,2020-09-04,1
4507,DTE,2020-09-16,1
4496,DTE,2020-09-24,3
4508,DTE,2020-10-14,1
4509,DTE,2020-11-27,1
4510,DTE,2020-12-02,1
4511,DTE,2020-12-31,1
4497,DTE,2021-01-01,3
4512,DTE,2021-01-29,1
4513,DTE,2021-06-17,1
4514,DTE,2021-07-23,1
4500,DTE,2021-09-01,2
4515,DTE,2021-09-03,1
4516,DTE,2021-09-09,1
4498,DTE,2021-09-15,2
4517,DTE,2021-11-05,1
4518,DTE,2022-01-18,1
4519,DTE,2022-01-19,1
4520,DTE,2022-01-31,1
4499,DTE,2022-02-11,2
4521,DTE,2022-02-15,1
4523,DTE,2022-02-22,1
4501,DTE,2022-05-22,2
4524,DTE,2022-07-01,1
4525,DTE,2022-08-11,1
4526,DTE,2022-09-01,1
4527,DTE,2022-09-06,1
4528,DTE,2022-09-10,1
4529,DUO,2020-06-10,1
4530,DVA,2020-03-01,1
4531,DVAX,2021-01-28,2
4532,DVN,2022-05-28,1
4533,DWAC,2021-10-22,6
4538,DWAC,2021-10-23,2
4537,DWAC,2021-10-24,3
4534,DWAC,2021-10-25,6
4544,DWAC,2021-10-26,1
4539,DWAC,2021-10-27,2
4540,DWAC,2021-10-29,2
4536,DWAC,2021-11-05,3
4545,DWAC,2021-12-09,1
4546,DWAC,2022-01-13,1
4547,DWAC,2022-01-18,1
4548,DWAC,2022-01-19,1
4541,DWAC,2022-04-05,2
4542,DWAC,2022-04-25,2
4549,DWAC,2022-09-05,1
4543,DWAC,2022-09-06,2
4550,DWAC,2022-11-07,1
4535,DWAC,2022-11-13,3
4551,DX,2020-03-22,2
4552,DX,2021-01-06,1
4553,DXC,2020-06-02,35
4554,DXC,2021-01-05,1
4556,DXCM,2020-02-15,3
4557,DXCM,2021-01-11,1
4558,DXCM,2021-01-19,1
4559,DXCM,2021-06-09,1
4555,DXCM,2021-06-17,5
4580,EA,2019-01-06,1
4581,EA,2019-02-05,1
4579,EA,2019-02-06,1
4578,EA,2019-02-07,1
4565,EA,2019-02-08,2
4566,EA,2019-02-10,1
4577,EA,2019-02-11,1
4567,EA,2019-04-14,1
4564,EA,2019-04-28,2
4568,EA,2019-05-06,1
4563,EA,2019-05-08,2
4569,EA,2019-06-09,1
4570,EA,2020-07-22,1
4560,EA,2020-07-30,2
4571,EA,2020-08-03,1
4561,EA,2020-11-25,2
4572,EA,2020-11-30,1
4573,EA,2021-01-13,1
4574,EA,2021-01-29,1
4575,EA,2021-02-03,1
4562,EA,2021-07-10,2
4576,EA,2022-01-31,1
4582,EAC,2021-04-03,1
4585,EAF,2020-12-21,3
4589,EAF,2020-12-24,1
4590,EAF,2021-06-10,1
4588,EAF,2021-06-21,2
4587,EAF,2021-07-06,2
4583,EAF,2021-07-08,5
4586,EAF,2021-07-29,2
4584,EAF,2021-11-01,4
4591,EARN,2021-01-31,1
4593,EAT,2019-11-28,1
4594,EAT,2020-04-01,1
4595,EAT,2020-04-02,1
4596,EAT,2020-04-03,1
4592,EAT,2021-01-27,2
4597,EAT,2021-01-28,1
4599,EAT,2021-01-30,1
4598,EAT,2021-01-31,1
4600,EAT,2021-02-01,1
4601,EAT,2021-08-14,1
4602,EAT,2021-12-12,1
4606,EB,2020-12-12,1
4607,EB,2020-12-17,1
4603,EB,2021-01-30,3
4604,EB,2021-01-31,2
4608,EB,2021-02-01,1
4605,EB,2021-02-02,2
4609,EB,2021-02-04,1
4611,EBAY,2020-03-19,1
4610,EBAY,2020-07-07,9
4612,EBAY,2020-07-11,1
4613,EBAY,2020-11-18,1
4614,EBAY,2021-07-15,1
4615,EBAY,2021-10-22,1
4616,EBON,2021-03-12,1
4618,EBS,2021-08-26,4
4617,EBS,2022-05-21,5
4619,EBS,2022-05-23,1
4622,EC,2020-12-04,1
4621,EC,2021-04-02,3
4620,EC,2021-08-26,6
4623,EC,2022-10-24,1
4624,ECVT,2021-08-10,3
4629,ED,2019-08-03,1
4630,ED,2020-01-28,1
4625,ED,2020-10-14,2
4631,ED,2021-01-28,1
4632,ED,2021-02-15,1
4633,ED,2021-04-02,1
4628,ED,2021-04-05,1
4627,ED,2021-07-14,1
4626,ED,2021-12-24,1
4709,EDIT,2019-06-24,1
4690,EDIT,2020-02-20,1
4691,EDIT,2020-03-18,1
4668,EDIT,2020-03-31,2
4692,EDIT,2020-04-03,1
4669,EDIT,2020-04-08,2
4693,EDIT,2020-04-11,1
4694,EDIT,2020-04-15,1
4695,EDIT,2020-04-18,1
4696,EDIT,2020-05-10,1
4667,EDIT,2020-06-10,2
4647,EDIT,2020-06-11,4
4697,EDIT,2020-06-13,1
4698,EDIT,2020-06-14,1
4699,EDIT,2020-06-17,1
4700,EDIT,2020-06-19,1
4701,EDIT,2020-06-20,1
4637,EDIT,2020-07-08,13
4702,EDIT,2020-07-14,1
4703,EDIT,2020-07-19,1
4704,EDIT,2020-07-21,1
4705,EDIT,2020-10-01,1
4706,EDIT,2020-10-11,1
4707,EDIT,2020-11-15,1
4666,EDIT,2020-11-18,2
4708,EDIT,2020-11-22,1
4689,EDIT,2020-11-24,1
4688,EDIT,2020-12-06,1
4686,EDIT,2020-12-10,1
4687,EDIT,2020-12-13,1
4670,EDIT,2020-12-21,1
4671,EDIT,2021-01-05,1
4672,EDIT,2021-01-16,1
4664,EDIT,2021-01-19,2
4643,EDIT,2021-01-27,6
4665,EDIT,2021-01-28,2
4660,EDIT,2021-01-29,2
4661,EDIT,2021-01-30,2
4634,EDIT,2021-01-31,19
4636,EDIT,2021-02-01,16
4635,EDIT,2021-02-02,18
4653,EDIT,2021-02-03,3
4646,EDIT,2021-02-04,4
4662,EDIT,2021-02-09,2
4645,EDIT,2021-02-10,4
4652,EDIT,2021-02-11,3
4673,EDIT,2021-02-18,1
4674,EDIT,2021-02-23,1
4675,EDIT,2021-02-24,1
4642,EDIT,2021-02-25,6
4641,EDIT,2021-02-26,7
4663,EDIT,2021-02-27,2
4644,EDIT,2021-03-03,5
4648,EDIT,2021-03-04,4
4676,EDIT,2021-03-07,1
4677,EDIT,2021-03-09,1
4678,EDIT,2021-03-10,1
4651,EDIT,2021-03-16,3
4638,EDIT,2021-03-17,9
4659,EDIT,2021-05-22,2
4649,EDIT,2021-06-03,4
4679,EDIT,2021-06-10,1
4654,EDIT,2021-06-13,2
4655,EDIT,2021-06-15,2
4650,EDIT,2021-06-16,4
4680,EDIT,2021-06-19,1
4640,EDIT,2021-06-28,7
4639,EDIT,2021-06-30,9
4681,EDIT,2021-07-28,1
4656,EDIT,2021-08-20,2
4682,EDIT,2021-09-16,1
4657,EDIT,2021-09-21,2
4683,EDIT,2021-10-05,1
4684,EDIT,2022-08-18,1
4685,EDIT,2022-08-19,1
4658,EDIT,2022-08-23,2
4711,EDR,2021-06-24,1
4710,EDR,2021-08-18,29
4713,EDU,2021-07-24,10
4712,EDU,2021-08-03,13
4717,EE,2020-08-09,1
4718,EE,2021-02-12,1
4716,EE,2021-02-24,1
4715,EE,2021-02-25,1
4714,EE,2021-03-09,1
4719,EFT,2021-02-19,1
4721,EGHT,2021-04-30,1
4720,EGHT,2021-05-07,2
4722,EGO,2021-09-21,1
4723,EH,2021-02-03,1
4724,EH,2022-07-22,1
4725,EL,2020-03-19,1
4726,EL,2022-06-14,1
4727,ELAN,2020-03-24,1
4728,ELAN,2020-06-23,1
