create_Time,ticker,count
10/6/2020,AYX,1
10/6/2020,CBOE,1
10/7/2020,PLTR,2
10/7/2020,HYLN,1
10/7/2020,PLUG,1
10/8/2020,GME,13
10/8/2020,AMD,3
10/8/2020,SHO,2
10/8/2020,MSFT,1
10/8/2020,T,1
10/9/2020,GME,11
10/9/2020,AMD,4
10/9/2020,GE,3
10/9/2020,KO,2
10/9/2020,CSCO,1
10/9/2020,MSFT,1
10/9/2020,PR,1
10/9/2020,PTON,1
10/9/2020,TSLA,1
10/9/2020,UL,1
10/9/2020,XOM,1
10/10/2020,AAPL,3
10/10/2020,GME,2
10/10/2020,AMD,2
10/10/2020,TSLA,2
10/10/2020,PEAK,1
10/10/2020,VC,1
10/10/2020,VS,1
10/10/2020,YOU,1
10/11/2020,TSLA,3
10/11/2020,AMD,3
10/11/2020,AXP,3
10/11/2020,AAPL,2
10/11/2020,CBD,1
10/11/2020,DM,1
10/11/2020,EDIT,1
10/11/2020,FSLR,1
10/11/2020,FSLY,1
10/11/2020,HTZ,1
10/11/2020,OZK,1
10/11/2020,QCOM,1
10/11/2020,SFIX,1
10/12/2020,PLTR,5
10/12/2020,AAWW,5
10/12/2020,NIO,3
10/12/2020,WH,2
10/12/2020,DT,2
10/12/2020,LINK,1
10/12/2020,AAPL,1
10/12/2020,AMZN,1
10/12/2020,C,1
10/12/2020,GME,1
10/12/2020,ON,1
10/12/2020,PGR,1
10/12/2020,SAVE,1
10/12/2020,SE,1
10/12/2020,SPCE,1
10/12/2020,TSLA,1
10/12/2020,UI,1
10/12/2020,UPS,1
10/13/2020,AAPL,4
10/13/2020,VZ,3
10/13/2020,VALE,1
10/13/2020,ROKU,1
10/13/2020,TSLA,1
10/13/2020,PRPL,1
10/13/2020,KODK,1
10/13/2020,GLDD,1
10/13/2020,GME,1
10/14/2020,GME,3
10/14/2020,GNUS,3
10/14/2020,ED,2
10/14/2020,BOOM,2
10/14/2020,AMZN,2
10/14/2020,AMC,2
10/14/2020,AAPL,2
